gl_entry_id,entry_date,gl_account_code,account_description,entry_type,debit_gbp,credit_gbp,policy_reference,period,posted_by,approved
GLE-0011425,2025-05-12,GL-6001,Regulatory Reserve,Reinsurance,21100.40,0.00,POL-0022315,2025-05,sophie.clarke,Y
GLE-0011426,2025-01-19,GL-4002,Claims Expense,Write-off,0.00,14792.82,POL-0043557,2025-01,marcus.webb,Y
GLE-0011427,2025-03-15,GL-6001,Regulatory Reserve,Reinsurance,0.00,30519.06,POL-0031325,2025-03,raj.patel,Y
GLE-0011428,2025-02-22,GL-4004,Reinsurance Recoveries,Adjustment,6519.35,0.00,POL-0067253,2025-02,sophie.clarke,Y
GLE-0011429,2025-01-08,GL-4001,Premium Income,Write-off,0.00,30018.28,POL-0029803,2025-01,sophie.clarke,Y
GLE-0011430,2025-04-28,GL-4004,Reinsurance Recoveries,Claims Payment,24621.65,0.00,POL-0054713,2025-04,sophie.clarke,Y
GLE-0011431,2025-06-25,GL-4002,Claims Expense,Premium Receipt,10905.88,0.00,POL-0034695,2025-06,marcus.webb,Y
GLE-0011432,2025-04-07,GL-5001,Operating Costs,Commission,0.00,49136.08,POL-0091806,2025-04,system_etl,Y
GLE-0011433,2025-03-31,GL-5001,Operating Costs,Premium Receipt,0.00,47359.73,POL-0030725,2025-03,marcus.webb,Y
GLE-0011434,2025-04-29,GL-4003,Commission Expense,Adjustment,0.00,41265.70,POL-0001288,2025-04,marcus.webb,Y
GLE-0011435,2025-03-30,GL-6001,Regulatory Reserve,Premium Receipt,46310.60,0.00,POL-0031117,2025-03,sophie.clarke,Y
GLE-0011436,2025-01-27,GL-5002,Technology Costs,Commission,0.00,26674.23,POL-0007434,2025-01,sophie.clarke,Y
GLE-0011437,2025-01-13,GL-5001,Operating Costs,Premium Receipt,46844.77,0.00,POL-0024748,2025-01,system_etl,Y
GLE-0011438,2025-05-14,GL-5001,Operating Costs,Reinsurance,0.00,28289.95,POL-0095665,2025-05,raj.patel,Y
GLE-0011439,2025-06-28,GL-4003,Commission Expense,Reinsurance,21806.38,0.00,POL-0068913,2025-06,system_etl,Y
GLE-0011440,2025-01-29,GL-5001,Operating Costs,Adjustment,0.00,18507.06,POL-0079022,2025-01,raj.patel,Y
GLE-0011441,2025-06-06,GL-6001,Regulatory Reserve,Write-off,0.00,14839.63,POL-0007942,2025-06,marcus.webb,Y
GLE-0011442,2025-02-13,GL-4004,Reinsurance Recoveries,Commission,41075.10,0.00,POL-0008675,2025-02,system_etl,Y
GLE-0011443,2025-05-11,GL-6001,Regulatory Reserve,Premium Receipt,0.00,48165.42,POL-0079841,2025-05,marcus.webb,Y
GLE-0011444,2025-05-13,GL-4003,Commission Expense,Claims Payment,0.00,4305.26,POL-0081245,2025-05,raj.patel,Y
GLE-0011445,2025-02-28,GL-5002,Technology Costs,Premium Receipt,42245.61,0.00,POL-0019302,2025-02,sophie.clarke,Y
GLE-0011446,2025-06-24,GL-4001,Premium Income,Write-off,0.00,42057.20,POL-0118773,2025-06,sophie.clarke,Y
GLE-0011447,2025-02-17,GL-4003,Commission Expense,Premium Receipt,15706.95,0.00,POL-0054463,2025-02,marcus.webb,Y
GLE-0011448,2025-05-23,GL-6001,Regulatory Reserve,Adjustment,37383.42,0.00,POL-0026291,2025-05,raj.patel,Y
GLE-0011449,2025-05-26,GL-6001,Regulatory Reserve,Reinsurance,34012.15,0.00,POL-0040603,2025-05,sophie.clarke,Y
GLE-0011450,2025-03-31,GL-5002,Technology Costs,Adjustment,12083.40,0.00,POL-0029834,2025-03,marcus.webb,Y
GLE-0011451,2025-05-17,GL-4002,Claims Expense,Commission,0.00,25363.00,POL-0021257,2025-05,sophie.clarke,Y
GLE-0011452,2025-05-17,GL-4004,Reinsurance Recoveries,Write-off,29417.29,0.00,POL-0006744,2025-05,marcus.webb,Y
GLE-0011453,2025-04-05,GL-5002,Technology Costs,Commission,0.00,10763.68,POL-0093536,2025-04,raj.patel,Y
GLE-0011454,2025-06-06,GL-4004,Reinsurance Recoveries,Reinsurance,31296.99,0.00,POL-0067071,2025-06,raj.patel,Y
GLE-0011455,2025-04-27,GL-5002,Technology Costs,Adjustment,7466.90,0.00,POL-0071338,2025-04,raj.patel,Y
GLE-0011456,2025-03-11,GL-5001,Operating Costs,Premium Receipt,888.79,0.00,POL-0008940,2025-03,sophie.clarke,Y
GLE-0011457,2025-01-11,GL-5001,Operating Costs,Adjustment,5561.48,0.00,POL-0000947,2025-01,sophie.clarke,Y
GLE-0011458,2025-02-08,GL-6001,Regulatory Reserve,Adjustment,0.00,28466.97,POL-0024484,2025-02,marcus.webb,Y
GLE-0011459,2025-01-04,GL-4004,Reinsurance Recoveries,Premium Receipt,28478.82,0.00,POL-0054487,2025-01,sophie.clarke,Y
GLE-0011460,2025-01-09,GL-4003,Commission Expense,Commission,0.00,16174.14,POL-0007377,2025-01,sophie.clarke,Y
GLE-0011461,2025-04-08,GL-4001,Premium Income,Write-off,42301.55,0.00,POL-0055546,2025-04,raj.patel,Y
GLE-0011462,2025-03-30,GL-4001,Premium Income,Reinsurance,0.00,37076.98,POL-0066535,2025-03,marcus.webb,Y
GLE-0011463,2025-06-09,GL-4004,Reinsurance Recoveries,Adjustment,7520.49,0.00,POL-0082907,2025-06,marcus.webb,Y
GLE-0011464,2025-01-14,GL-4002,Claims Expense,Commission,28715.05,0.00,POL-0114638,2025-01,marcus.webb,Y
GLE-0011465,2025-03-01,GL-5002,Technology Costs,Commission,0.00,35789.80,POL-0122320,2025-03,raj.patel,Y
GLE-0011466,2025-05-03,GL-5001,Operating Costs,Commission,0.00,46502.73,POL-0053048,2025-05,marcus.webb,Y
GLE-0011467,2025-01-13,GL-6001,Regulatory Reserve,Reinsurance,0.00,24283.94,POL-0096863,2025-01,system_etl,Y
GLE-0011468,2025-06-24,GL-5001,Operating Costs,Premium Receipt,0.00,321.59,POL-0090845,2025-06,marcus.webb,Y
GLE-0011469,2025-01-05,GL-4001,Premium Income,Claims Payment,22990.85,0.00,POL-0058161,2025-01,sophie.clarke,Y
GLE-0011470,2025-02-17,GL-4001,Premium Income,Reinsurance,0.00,22562.06,POL-0113340,2025-02,marcus.webb,N
GLE-0011471,2025-06-20,GL-5001,Operating Costs,Adjustment,35451.88,0.00,POL-0039817,2025-06,system_etl,Y
GLE-0011472,2025-02-23,GL-4001,Premium Income,Write-off,0.00,7272.36,POL-0004622,2025-02,sophie.clarke,Y
GLE-0011473,2025-04-20,GL-5002,Technology Costs,Adjustment,0.00,38443.39,POL-0084627,2025-04,system_etl,Y
GLE-0011474,2025-03-05,GL-5001,Operating Costs,Commission,0.00,13881.31,POL-0004178,2025-03,raj.patel,Y
GLE-0011475,2025-05-22,GL-5001,Operating Costs,Claims Payment,43031.30,0.00,POL-0093057,2025-05,sophie.clarke,Y
GLE-0011476,2025-03-24,GL-4003,Commission Expense,Claims Payment,45752.41,0.00,POL-0007737,2025-03,marcus.webb,Y
GLE-0011477,2025-02-11,GL-6001,Regulatory Reserve,Commission,0.00,18253.79,POL-0073751,2025-02,marcus.webb,N
GLE-0011478,2025-02-20,GL-5001,Operating Costs,Adjustment,0.00,10098.84,POL-0072947,2025-02,sophie.clarke,Y
GLE-0011479,2025-06-25,GL-5002,Technology Costs,Reinsurance,13876.98,0.00,POL-0080291,2025-06,raj.patel,Y
GLE-0011480,2025-05-29,GL-4003,Commission Expense,Commission,46398.40,0.00,POL-0118967,2025-05,marcus.webb,Y
GLE-0011481,2025-06-03,GL-4002,Claims Expense,Reinsurance,35496.61,0.00,POL-0030159,2025-06,sophie.clarke,Y
GLE-0011482,2025-04-21,GL-6001,Regulatory Reserve,Write-off,17286.76,0.00,POL-0018871,2025-04,sophie.clarke,N
GLE-0011483,2025-01-27,GL-5002,Technology Costs,Claims Payment,36174.17,0.00,POL-0067142,2025-01,marcus.webb,Y
GLE-0011484,2025-06-12,GL-6001,Regulatory Reserve,Claims Payment,30053.58,0.00,POL-0096371,2025-06,system_etl,Y
GLE-0011485,2025-03-12,GL-5002,Technology Costs,Write-off,3592.48,0.00,POL-0079698,2025-03,system_etl,Y
GLE-0011486,2025-01-25,GL-5002,Technology Costs,Write-off,21990.21,0.00,POL-0118894,2025-01,marcus.webb,Y
GLE-0011487,2025-01-19,GL-4001,Premium Income,Reinsurance,0.00,22160.44,POL-0065983,2025-01,marcus.webb,Y
GLE-0011488,2025-01-31,GL-5001,Operating Costs,Commission,1150.92,0.00,POL-0113490,2025-01,raj.patel,Y
GLE-0011489,2025-06-08,GL-6001,Regulatory Reserve,Adjustment,0.00,20962.73,POL-0121901,2025-06,system_etl,Y
GLE-0011490,2025-04-22,GL-5001,Operating Costs,Claims Payment,0.00,38375.27,POL-0119958,2025-04,sophie.clarke,Y
GLE-0011491,2025-04-21,GL-6001,Regulatory Reserve,Claims Payment,0.00,44399.44,POL-0029409,2025-04,system_etl,Y
GLE-0011492,2025-04-24,GL-4003,Commission Expense,Adjustment,0.00,29141.60,POL-0020104,2025-04,sophie.clarke,Y
GLE-0011493,2025-02-26,GL-4004,Reinsurance Recoveries,Claims Payment,36810.40,0.00,POL-0084080,2025-02,system_etl,N
GLE-0011494,2025-01-12,GL-6001,Regulatory Reserve,Commission,28463.25,0.00,POL-0101467,2025-01,raj.patel,N
GLE-0011495,2025-02-22,GL-4003,Commission Expense,Premium Receipt,14673.24,0.00,POL-0119117,2025-02,sophie.clarke,Y
GLE-0011496,2025-05-29,GL-4002,Claims Expense,Claims Payment,25388.51,0.00,POL-0033854,2025-05,marcus.webb,Y
GLE-0011497,2025-02-15,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,7059.77,POL-0006964,2025-02,system_etl,Y
GLE-0011498,2025-05-17,GL-6001,Regulatory Reserve,Reinsurance,0.00,5649.61,POL-0047395,2025-05,system_etl,Y
GLE-0011499,2025-04-02,GL-4002,Claims Expense,Adjustment,0.00,37074.45,POL-0014858,2025-04,raj.patel,Y
GLE-0011500,2025-06-01,GL-4002,Claims Expense,Commission,0.00,24499.53,POL-0117770,2025-06,sophie.clarke,Y
GLE-0011501,2025-06-22,GL-5001,Operating Costs,Adjustment,0.00,24978.32,POL-0084577,2025-06,system_etl,Y
GLE-0011502,2025-02-28,GL-6001,Regulatory Reserve,Reinsurance,1714.74,0.00,POL-0102430,2025-02,raj.patel,Y
GLE-0011503,2025-05-18,GL-5002,Technology Costs,Claims Payment,0.00,16704.11,POL-0090965,2025-05,raj.patel,Y
GLE-0011504,2025-06-12,GL-5002,Technology Costs,Adjustment,0.00,29646.60,POL-0050122,2025-06,marcus.webb,Y
GLE-0011505,2025-05-08,GL-4003,Commission Expense,Adjustment,49147.49,0.00,POL-0011257,2025-05,marcus.webb,Y
GLE-0011506,2025-02-20,GL-4003,Commission Expense,Commission,12531.14,0.00,POL-0001991,2025-02,marcus.webb,Y
GLE-0011507,2025-03-29,GL-4003,Commission Expense,Claims Payment,38721.50,0.00,POL-0102682,2025-03,marcus.webb,Y
GLE-0011508,2025-05-22,GL-4001,Premium Income,Adjustment,30910.49,0.00,POL-0015174,2025-05,marcus.webb,Y
GLE-0011509,2025-05-26,GL-4004,Reinsurance Recoveries,Adjustment,19103.00,0.00,POL-0090890,2025-05,raj.patel,Y
GLE-0011510,2025-03-21,GL-4004,Reinsurance Recoveries,Premium Receipt,49651.91,0.00,POL-0085148,2025-03,marcus.webb,Y
GLE-0011511,2025-05-11,GL-5001,Operating Costs,Premium Receipt,27736.13,0.00,POL-0032874,2025-05,raj.patel,Y
GLE-0011512,2025-05-15,GL-5001,Operating Costs,Write-off,29473.36,0.00,POL-0098805,2025-05,raj.patel,Y
GLE-0011513,2025-05-23,GL-5002,Technology Costs,Write-off,0.00,43981.19,POL-0101756,2025-05,marcus.webb,Y
GLE-0011514,2025-01-28,GL-4003,Commission Expense,Commission,4033.16,0.00,POL-0093007,2025-01,system_etl,Y
GLE-0011515,2025-04-07,GL-5002,Technology Costs,Adjustment,0.00,38385.06,POL-0008256,2025-04,system_etl,Y
GLE-0011516,2025-03-22,GL-4001,Premium Income,Reinsurance,0.00,36138.41,POL-0059123,2025-03,marcus.webb,Y
GLE-0011517,2025-03-20,GL-4003,Commission Expense,Commission,253.19,0.00,POL-0074246,2025-03,system_etl,Y
GLE-0011518,2025-03-16,GL-4002,Claims Expense,Reinsurance,0.00,24107.85,POL-0068125,2025-03,sophie.clarke,Y
GLE-0011519,2025-03-03,GL-4002,Claims Expense,Claims Payment,0.00,13387.53,POL-0116778,2025-03,raj.patel,Y
GLE-0011520,2025-01-19,GL-5002,Technology Costs,Commission,27738.64,0.00,POL-0060404,2025-01,sophie.clarke,Y
GLE-0011521,2025-03-12,GL-4004,Reinsurance Recoveries,Write-off,0.00,8851.36,POL-0076709,2025-03,raj.patel,Y
GLE-0011522,2025-03-28,GL-5002,Technology Costs,Write-off,22409.84,0.00,POL-0030936,2025-03,sophie.clarke,Y
GLE-0011523,2025-03-18,GL-5002,Technology Costs,Reinsurance,23905.11,0.00,POL-0093396,2025-03,sophie.clarke,Y
GLE-0011524,2025-02-10,GL-6001,Regulatory Reserve,Premium Receipt,17237.32,0.00,POL-0079121,2025-02,system_etl,Y
GLE-0011525,2025-03-29,GL-5002,Technology Costs,Commission,0.00,23981.69,POL-0079883,2025-03,marcus.webb,Y
GLE-0011526,2025-05-22,GL-6001,Regulatory Reserve,Premium Receipt,10480.21,0.00,POL-0020451,2025-05,system_etl,Y
GLE-0011527,2025-04-02,GL-4001,Premium Income,Adjustment,40316.05,0.00,POL-0031375,2025-04,marcus.webb,Y
GLE-0011528,2025-03-26,GL-4001,Premium Income,Adjustment,32353.32,0.00,POL-0103464,2025-03,raj.patel,Y
GLE-0011529,2025-02-10,GL-5001,Operating Costs,Adjustment,0.00,29788.71,POL-0112141,2025-02,marcus.webb,Y
GLE-0011530,2025-01-24,GL-6001,Regulatory Reserve,Adjustment,46317.54,0.00,POL-0074263,2025-01,system_etl,Y
GLE-0011531,2025-04-16,GL-4001,Premium Income,Commission,662.91,0.00,POL-0062981,2025-04,sophie.clarke,Y
GLE-0011532,2025-06-06,GL-4002,Claims Expense,Claims Payment,0.00,36806.37,POL-0092605,2025-06,system_etl,Y
GLE-0011533,2025-05-15,GL-4004,Reinsurance Recoveries,Reinsurance,27216.33,0.00,POL-0051683,2025-05,sophie.clarke,Y
GLE-0011534,2025-03-10,GL-4004,Reinsurance Recoveries,Premium Receipt,45336.55,0.00,POL-0058942,2025-03,sophie.clarke,Y
GLE-0011535,2025-04-04,GL-4002,Claims Expense,Adjustment,0.00,13176.35,POL-0038995,2025-04,marcus.webb,Y
GLE-0011536,2025-02-10,GL-6001,Regulatory Reserve,Reinsurance,0.00,25907.57,POL-0007631,2025-02,system_etl,Y
GLE-0011537,2025-03-27,GL-4003,Commission Expense,Adjustment,40465.37,0.00,POL-0078888,2025-03,sophie.clarke,Y
GLE-0011538,2025-01-23,GL-5002,Technology Costs,Commission,8304.74,0.00,POL-0069313,2025-01,sophie.clarke,Y
GLE-0011539,2025-01-22,GL-4002,Claims Expense,Write-off,7722.62,0.00,POL-0031099,2025-01,system_etl,N
GLE-0011540,2025-01-19,GL-4001,Premium Income,Adjustment,23396.34,0.00,POL-0007545,2025-01,system_etl,Y
GLE-0011541,2025-01-22,GL-4004,Reinsurance Recoveries,Claims Payment,21105.14,0.00,POL-0043605,2025-01,sophie.clarke,Y
GLE-0011542,2025-05-25,GL-5001,Operating Costs,Premium Receipt,14896.52,0.00,POL-0030370,2025-05,sophie.clarke,Y
GLE-0011543,2025-02-16,GL-5002,Technology Costs,Write-off,0.00,32628.84,POL-0093183,2025-02,sophie.clarke,N
GLE-0011544,2025-01-01,GL-5002,Technology Costs,Premium Receipt,0.00,7516.37,POL-0076665,2025-01,raj.patel,Y
GLE-0011545,2025-04-28,GL-5002,Technology Costs,Write-off,15158.40,0.00,POL-0036737,2025-04,raj.patel,Y
GLE-0011546,2025-02-21,GL-5001,Operating Costs,Write-off,39548.27,0.00,POL-0118461,2025-02,marcus.webb,Y
GLE-0011547,2025-01-26,GL-4002,Claims Expense,Commission,14229.21,0.00,POL-0063816,2025-01,system_etl,Y
GLE-0011548,2025-04-22,GL-5002,Technology Costs,Adjustment,0.00,5782.22,POL-0089366,2025-04,sophie.clarke,Y
GLE-0011549,2025-02-25,GL-4001,Premium Income,Commission,13506.07,0.00,POL-0064844,2025-02,raj.patel,Y
GLE-0011550,2025-05-15,GL-4001,Premium Income,Adjustment,0.00,13185.98,POL-0092848,2025-05,raj.patel,Y
GLE-0011551,2025-03-04,GL-4004,Reinsurance Recoveries,Reinsurance,8108.18,0.00,POL-0069107,2025-03,marcus.webb,Y
GLE-0011552,2025-02-07,GL-4003,Commission Expense,Write-off,23933.27,0.00,POL-0004258,2025-02,system_etl,Y
GLE-0011553,2025-04-10,GL-4003,Commission Expense,Write-off,0.00,27704.63,POL-0058504,2025-04,system_etl,Y
GLE-0011554,2025-05-24,GL-4003,Commission Expense,Reinsurance,7745.73,0.00,POL-0099873,2025-05,system_etl,Y
GLE-0011555,2025-04-12,GL-6001,Regulatory Reserve,Reinsurance,36574.80,0.00,POL-0124824,2025-04,marcus.webb,Y
GLE-0011556,2025-02-09,GL-4003,Commission Expense,Commission,0.00,16377.33,POL-0054869,2025-02,marcus.webb,Y
GLE-0011557,2025-03-12,GL-4001,Premium Income,Claims Payment,34440.77,0.00,POL-0102567,2025-03,sophie.clarke,Y
GLE-0011558,2025-03-22,GL-6001,Regulatory Reserve,Write-off,0.00,45581.82,POL-0050721,2025-03,marcus.webb,Y
GLE-0011559,2025-03-03,GL-4001,Premium Income,Adjustment,0.00,40525.30,POL-0069341,2025-03,marcus.webb,Y
GLE-0011560,2025-02-17,GL-6001,Regulatory Reserve,Premium Receipt,0.00,28897.80,POL-0011517,2025-02,system_etl,Y
GLE-0011561,2025-03-19,GL-4001,Premium Income,Commission,14253.08,0.00,POL-0007661,2025-03,sophie.clarke,Y
GLE-0011562,2025-06-06,GL-4002,Claims Expense,Commission,43955.52,0.00,POL-0077431,2025-06,marcus.webb,Y
GLE-0011563,2025-06-01,GL-4001,Premium Income,Commission,14785.11,0.00,POL-0030018,2025-06,marcus.webb,Y
GLE-0011564,2025-04-30,GL-5001,Operating Costs,Adjustment,0.00,35186.20,POL-0073345,2025-04,marcus.webb,Y
GLE-0011565,2025-02-01,GL-5001,Operating Costs,Premium Receipt,0.00,26493.97,POL-0039697,2025-02,marcus.webb,Y
GLE-0011566,2025-04-15,GL-6001,Regulatory Reserve,Reinsurance,0.00,26137.34,POL-0003539,2025-04,sophie.clarke,Y
GLE-0011567,2025-02-12,GL-4003,Commission Expense,Write-off,38050.73,0.00,POL-0057517,2025-02,system_etl,Y
GLE-0011568,2025-05-27,GL-4003,Commission Expense,Commission,0.00,10062.54,POL-0026163,2025-05,system_etl,Y
GLE-0011569,2025-04-13,GL-4004,Reinsurance Recoveries,Premium Receipt,43843.23,0.00,POL-0083072,2025-04,system_etl,Y
GLE-0011570,2025-04-28,GL-5002,Technology Costs,Adjustment,28604.15,0.00,POL-0069926,2025-04,sophie.clarke,Y
GLE-0011571,2025-04-20,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,23432.21,POL-0113485,2025-04,system_etl,Y
GLE-0011572,2025-05-08,GL-4001,Premium Income,Claims Payment,6610.62,0.00,POL-0092553,2025-05,raj.patel,Y
GLE-0011573,2025-04-18,GL-6001,Regulatory Reserve,Premium Receipt,0.00,39646.89,POL-0085570,2025-04,system_etl,Y
GLE-0011574,2025-02-18,GL-4003,Commission Expense,Adjustment,0.00,46770.97,POL-0066072,2025-02,system_etl,Y
GLE-0011575,2025-05-08,GL-6001,Regulatory Reserve,Premium Receipt,0.00,11976.72,POL-0103939,2025-05,raj.patel,Y
GLE-0011576,2025-03-06,GL-5001,Operating Costs,Claims Payment,0.00,44922.92,POL-0111474,2025-03,system_etl,Y
GLE-0011577,2025-04-08,GL-5001,Operating Costs,Claims Payment,0.00,35374.94,POL-0043367,2025-04,marcus.webb,Y
GLE-0011578,2025-06-03,GL-4004,Reinsurance Recoveries,Write-off,21899.58,0.00,POL-0079868,2025-06,sophie.clarke,Y
GLE-0011579,2025-04-03,GL-6001,Regulatory Reserve,Premium Receipt,47150.23,0.00,POL-0072615,2025-04,system_etl,Y
GLE-0011580,2025-03-16,GL-4002,Claims Expense,Reinsurance,8519.31,0.00,POL-0083673,2025-03,raj.patel,Y
GLE-0011581,2025-05-21,GL-5002,Technology Costs,Claims Payment,6252.37,0.00,POL-0090248,2025-05,raj.patel,Y
GLE-0011582,2025-03-31,GL-5002,Technology Costs,Write-off,0.00,42905.29,POL-0114765,2025-03,marcus.webb,N
GLE-0011583,2025-03-19,GL-4003,Commission Expense,Commission,0.00,20039.08,POL-0068883,2025-03,marcus.webb,Y
GLE-0011584,2025-01-16,GL-4004,Reinsurance Recoveries,Commission,0.00,27417.57,POL-0040241,2025-01,marcus.webb,Y
GLE-0011585,2025-03-19,GL-5002,Technology Costs,Commission,0.00,32365.08,POL-0069276,2025-03,raj.patel,Y
GLE-0011586,2025-06-26,GL-4001,Premium Income,Write-off,0.00,29322.36,POL-0104730,2025-06,sophie.clarke,Y
GLE-0011587,2025-05-24,GL-4002,Claims Expense,Premium Receipt,40999.90,0.00,POL-0079245,2025-05,sophie.clarke,Y
GLE-0011588,2025-04-05,GL-4002,Claims Expense,Write-off,13857.90,0.00,POL-0075713,2025-04,sophie.clarke,Y
GLE-0011589,2025-02-23,GL-5001,Operating Costs,Adjustment,10955.02,0.00,POL-0014158,2025-02,sophie.clarke,Y
GLE-0011590,2025-03-08,GL-5002,Technology Costs,Reinsurance,34484.22,0.00,POL-0077971,2025-03,sophie.clarke,Y
GLE-0011591,2025-05-31,GL-4002,Claims Expense,Claims Payment,38093.59,0.00,POL-0065483,2025-05,marcus.webb,Y
GLE-0011592,2025-02-22,GL-4002,Claims Expense,Premium Receipt,0.00,36048.80,POL-0027243,2025-02,marcus.webb,Y
GLE-0011593,2025-05-21,GL-4002,Claims Expense,Reinsurance,37889.61,0.00,POL-0075910,2025-05,raj.patel,Y
GLE-0011594,2025-05-03,GL-4001,Premium Income,Commission,34525.67,0.00,POL-0118351,2025-05,sophie.clarke,Y
GLE-0011595,2025-01-09,GL-5001,Operating Costs,Write-off,0.00,7507.50,POL-0055385,2025-01,raj.patel,Y
GLE-0011596,2025-04-20,GL-5001,Operating Costs,Write-off,16406.94,0.00,POL-0045673,2025-04,marcus.webb,Y
GLE-0011597,2025-01-10,GL-4002,Claims Expense,Premium Receipt,35929.72,0.00,POL-0011834,2025-01,system_etl,Y
GLE-0011598,2025-03-13,GL-6001,Regulatory Reserve,Write-off,26895.41,0.00,POL-0110865,2025-03,system_etl,Y
GLE-0011599,2025-01-06,GL-5001,Operating Costs,Write-off,0.00,49614.90,POL-0048552,2025-01,marcus.webb,Y
GLE-0011600,2025-06-25,GL-4002,Claims Expense,Commission,8287.06,0.00,POL-0010469,2025-06,sophie.clarke,Y
GLE-0011601,2025-01-05,GL-4001,Premium Income,Reinsurance,0.00,31767.54,POL-0058999,2025-01,marcus.webb,Y
GLE-0011602,2025-04-14,GL-5001,Operating Costs,Adjustment,0.00,8040.88,POL-0075897,2025-04,sophie.clarke,Y
GLE-0011603,2025-05-02,GL-4001,Premium Income,Reinsurance,38068.71,0.00,POL-0019084,2025-05,marcus.webb,Y
GLE-0011604,2025-01-18,GL-4002,Claims Expense,Commission,7630.99,0.00,POL-0092355,2025-01,sophie.clarke,Y
GLE-0011605,2025-02-16,GL-5002,Technology Costs,Reinsurance,0.00,24243.34,POL-0019154,2025-02,system_etl,Y
GLE-0011606,2025-02-14,GL-6001,Regulatory Reserve,Adjustment,33034.81,0.00,POL-0114407,2025-02,system_etl,Y
GLE-0011607,2025-05-22,GL-5002,Technology Costs,Claims Payment,0.00,1930.99,POL-0050868,2025-05,sophie.clarke,Y
GLE-0011608,2025-03-22,GL-6001,Regulatory Reserve,Write-off,0.00,32348.53,POL-0046084,2025-03,raj.patel,Y
GLE-0011609,2025-01-12,GL-4002,Claims Expense,Premium Receipt,0.00,142.38,POL-0038581,2025-01,sophie.clarke,Y
GLE-0011610,2025-01-21,GL-5002,Technology Costs,Reinsurance,0.00,22443.17,POL-0076873,2025-01,marcus.webb,Y
GLE-0011611,2025-04-21,GL-4002,Claims Expense,Commission,2880.37,0.00,POL-0026084,2025-04,sophie.clarke,Y
GLE-0011612,2025-06-17,GL-4002,Claims Expense,Commission,0.00,23432.98,POL-0033156,2025-06,raj.patel,Y
GLE-0011613,2025-03-01,GL-4004,Reinsurance Recoveries,Reinsurance,0.00,14841.96,POL-0057948,2025-03,raj.patel,Y
GLE-0011614,2025-05-15,GL-4002,Claims Expense,Adjustment,39661.33,0.00,POL-0009157,2025-05,sophie.clarke,Y
GLE-0011615,2025-06-09,GL-4001,Premium Income,Premium Receipt,32807.12,0.00,POL-0000617,2025-06,marcus.webb,Y
GLE-0011616,2025-05-31,GL-4002,Claims Expense,Premium Receipt,0.00,17422.51,POL-0028200,2025-05,system_etl,Y
GLE-0011617,2025-05-05,GL-4003,Commission Expense,Commission,5218.72,0.00,POL-0093921,2025-05,raj.patel,Y
GLE-0011618,2025-03-27,GL-4002,Claims Expense,Adjustment,0.00,46634.04,POL-0008499,2025-03,sophie.clarke,Y
GLE-0011619,2025-03-09,GL-4004,Reinsurance Recoveries,Commission,0.00,27896.56,POL-0030551,2025-03,raj.patel,Y
GLE-0011620,2025-01-09,GL-5002,Technology Costs,Commission,0.00,17036.89,POL-0019919,2025-01,marcus.webb,Y
GLE-0011621,2025-01-10,GL-6001,Regulatory Reserve,Adjustment,1932.92,0.00,POL-0112343,2025-01,sophie.clarke,Y
GLE-0011622,2025-02-21,GL-5002,Technology Costs,Commission,0.00,4404.04,POL-0037070,2025-02,raj.patel,Y
GLE-0011623,2025-06-25,GL-4003,Commission Expense,Write-off,46814.22,0.00,POL-0120300,2025-06,raj.patel,Y
GLE-0011624,2025-04-13,GL-5001,Operating Costs,Adjustment,0.00,32915.39,POL-0050661,2025-04,system_etl,Y
GLE-0011625,2025-03-05,GL-4004,Reinsurance Recoveries,Commission,0.00,17475.14,POL-0117106,2025-03,system_etl,Y
GLE-0011626,2025-04-30,GL-4004,Reinsurance Recoveries,Claims Payment,0.00,26659.64,POL-0028683,2025-04,marcus.webb,Y
GLE-0011627,2025-03-22,GL-4003,Commission Expense,Reinsurance,0.00,7390.94,POL-0012244,2025-03,system_etl,Y
GLE-0011628,2025-03-15,GL-4003,Commission Expense,Reinsurance,0.00,27824.20,POL-0052241,2025-03,sophie.clarke,Y
GLE-0011629,2025-05-18,GL-4004,Reinsurance Recoveries,Reinsurance,4135.81,0.00,POL-0021614,2025-05,raj.patel,Y
GLE-0011630,2025-01-01,GL-6001,Regulatory Reserve,Adjustment,7605.43,0.00,POL-0063863,2025-01,system_etl,Y
GLE-0011631,2025-01-27,GL-5002,Technology Costs,Adjustment,40829.66,0.00,POL-0098216,2025-01,raj.patel,Y
GLE-0011632,2025-03-31,GL-4001,Premium Income,Reinsurance,0.00,19246.45,POL-0110913,2025-03,raj.patel,Y
GLE-0011633,2025-06-20,GL-4003,Commission Expense,Claims Payment,0.00,43106.68,POL-0112125,2025-06,sophie.clarke,Y
GLE-0011634,2025-02-26,GL-5002,Technology Costs,Commission,0.00,25521.88,POL-0069592,2025-02,marcus.webb,Y
GLE-0011635,2025-06-23,GL-4002,Claims Expense,Premium Receipt,0.00,17393.68,POL-0021764,2025-06,marcus.webb,Y
GLE-0011636,2025-03-15,GL-5002,Technology Costs,Reinsurance,1029.30,0.00,POL-0036749,2025-03,system_etl,Y
